serviceId;providerId;name;category;lat;lng;city;address;description;galleryUrls;priceFrom;ratingAverage;amenities;
s347;u006;Da Nang City Tour Full Day;Tour;160.645;1.082.177;Đà Nẵng;City Center;Tour tham quan Ngũ Hành Sơn, Chùa Linh Ứng, Bảo tàng Chăm.;https://cdn.example.com/tours/s347/1.jpg;700000;4.6;"Xe bus;Lunch;Vé tham quan";
s348;u007;Da Lat Crazy House Hotel Stay;Hotel;119.404;1.084.452;Đà Lạt;Huynh Thuc Khang St;Trải nghiệm lưu trú tại Khách sạn Crazy House.;https://cdn.example.com/hotels/s348/img1.jpg;800000;4.3;"Phòng độc đáo;Wifi";
s349;u008;Sapa Local Cooking Class;Experience;223.392;1.038.580;Sapa;Sapa Town Center;Học nấu các món ăn dân tộc Sapa (Thắng cố, Lẩu cá hồi).;https://cdn.example.com/exp/s349/1.jpg;400000;4.6;"Nguyên liệu;Công thức;Ăn thành phẩm";
s350;u009;Mui Ne Red Sand Dunes Sandboarding;Experience;109.333;1.082.833;Phan Thiết;Mui Ne;Trải nghiệm trượt cát trên Đồi Cát Đỏ.;https://cdn.example.com/exp/s350/1.jpg;30000;4.4;"Ván trượt cát;Hướng dẫn";
s351;u010;Can Tho to Tra Su Forest Private Car;Car;100.333;1.057.892;Cần Thơ;City Center;Xe riêng 7 chỗ từ Cần Thơ đi Rừng tràm Trà Sư (An Giang).;https://cdn.example.com/cars/s351/1.jpg;1800000;4.7;"Xe 7 chỗ;Lái xe an toàn";
s352;u001;Ha Long Bay Dragon Legend Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 4 sao, hải trình Vịnh Lan Hạ.;https://cdn.example.com/tours/s352/1.jpg;3000000;4.6;"Cabin;Bữa ăn;Chèo Kayak";
s353;u002;Hanoi Hoan Kiem Lake Sightseeing;Experience;210.333;1.058.500;Hà Nội;Hoan Kiem Lake;Tham quan Hồ Hoàn Kiếm, Cầu Thê Húc, Đền Ngọc Sơn.;https://cdn.example.com/exp/s353/1.jpg;30000;4.6;"Vé Đền Ngọc Sơn;Ngắm cảnh";
s354;u003;Nha Trang Private Transfer from Airport;Car;122.333;1.091.966;Nha Trang;Cam Ranh Airport;Xe riêng 4 chỗ đón sân bay Cam Ranh về trung tâm Nha Trang.;https://cdn.example.com/cars/s354/1.jpg;300000;4.6;"Xe 4 chỗ;Giá cố định";
s355;u004;Phu Quoc Ho Quoc Pagoda Visit;Experience;102.241;1.039.575;Phú Quốc;Duong To Commune;Tham quan Chùa Hộ Quốc (view biển).;https://cdn.example.com/exp/s355/1.jpg;0;4.5;"Tham quan miễn phí;Tâm linh";
s356;u005;HCMC War Remnants Museum Ticket;Experience;107.500;1.066.667;TP.HCM;Vo Van Tan St;Vé vào cửa Bảo tàng Chứng tích Chiến tranh.;https://cdn.example.com/exp/s356/1.jpg;40000;4.7;"Vé vào cửa;Tài liệu lịch sử";
s357;u006;Da Nang Dragon Bridge Fire and Water Show;Experience;160.645;1.082.177;Đà Nẵng;Han River;Xem Rồng phun lửa, phun nước vào tối thứ 7 và Chủ Nhật.;https://cdn.example.com/exp/s357/1.jpg;0;4.5;"Xem miễn phí;Ngắm cảnh";
s358;u007;Da Lat Old French Quarter Tour;Tour;119.404;1.084.452;Đà Lạt;Tran Quoc Toan St;Tour khám phá các biệt thự cổ và kiến trúc Pháp.;https://cdn.example.com/tours/s358/1.jpg;300000;4.5;"Xe đưa đón;Hướng dẫn";
s359;u008;Sapa Ta Phin Village Trekking;Tour;223.392;1.038.580;Sapa;Ta Phin Village;Trekking khám phá bản Tả Phìn (người Dao Đỏ).;https://cdn.example.com/tours/s359/1.jpg;400000;4.6;"Hướng dẫn viên;Phí vào bản";
s360;u009;Mui Ne to Nha Trang Sleeper Bus;Car;109.333;1.082.833;Phan Thiết;Mui Ne Beach;Vé xe giường nằm tuyến Mũi Né - Nha Trang.;https://cdn.example.com/cars/s360/1.jpg;200000;4.3;"Giường nằm;Nước suối";
s361;u010;Hue Private Car to Da Nang Airport;Car;164.674;1.075.851;Huế;City Center;Xe riêng 4 chỗ từ Huế đi Sân bay Đà Nẵng.;https://cdn.example.com/cars/s361/1.jpg;1400000;4.7;"Xe 4 chỗ;Lái xe an toàn";
s362;u001;Ha Long Bay Paradise Peak Cruise 3D2N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 5 sao, hải trình cao cấp, có Spa riêng.;https://cdn.example.com/tours/s362/1.jpg;10000000;4.9;"Spa riêng;Cabin sang trọng;Ẩm thực";
s363;u002;Hanoi Ho Chi Minh Mausoleum Tour;Tour;210.333;1.058.500;Hà Nội;Hung Vuong St;Tour tham quan Lăng Bác, Chùa Một Cột, Hoàng Thành Thăng Long.;https://cdn.example.com/tours/s363/1.jpg;400000;4.6;"Xe đưa đón;Hướng dẫn viên;Vé tham quan";
s364;u003;Nha Trang Private Boat to Island;Tour;122.333;1.091.966;Nha Trang;Nha Trang Port;Thuê tàu riêng đi Hòn Mun (lặn biển) hoặc các đảo nhỏ khác.;https://cdn.example.com/tours/s364/1.jpg;3500000;4.8;"Tàu riêng;Áo phao;Tự do";
s365;u004;Phu Quoc Coconut Prison Visit;Experience;102.241;1.039.575;Phú Quốc;An Thoi Town;Tham quan Di tích lịch sử Nhà tù Phú Quốc.;https://cdn.example.com/exp/s365/1.jpg;0;4.5;"Tham quan miễn phí;Lịch sử";
s366;u005;HCMC Museum of Vietnamese History Ticket;Experience;107.500;1.066.667;TP.HCM;Nguyen Binh Khiem St;Vé vào cửa Bảo tàng Lịch sử Việt Nam.;https://cdn.example.com/exp/s366/1.jpg;30000;4.4;"Vé vào cửa;Lịch sử";
s367;u006;Da Nang Private Car to My Son Sanctuary;Car;160.645;1.082.177;Đà Nẵng;City Center;Xe riêng 4 chỗ từ Đà Nẵng đi Thánh địa Mỹ Sơn.;https://cdn.example.com/cars/s367/1.jpg;800000;4.6;"Xe 4 chỗ;Chờ đợi";
s368;u007;Da Lat Lang Biang Mountain Tour;Tour;119.404;1.084.452;Đà Lạt;Lac Duong Dist;Tour tham quan Núi Lang Biang, đi xe Jeep lên đỉnh.;https://cdn.example.com/tours/s368/1.jpg;300000;4.5;"Xe Jeep;Hướng dẫn";
s369;u008;Sapa Ham Rong Mountain Entrance Ticket;Experience;223.392;1.038.580;Sapa;Sapa Town Center;Vé vào cổng tham quan Khu du lịch Hàm Rồng.;https://cdn.example.com/exp/s369/1.jpg;70000;4.4;"Vé vào cửa;Ngắm cảnh";
s370;u009;Mui Ne to Ho Chi Minh City VIP Limousine;Car;109.333;1.082.833;Phan Thiết;Mui Ne Beach;Vé xe Limousine giường nằm cao cấp tuyến Mũi Né - TP.HCM.;https://cdn.example.com/cars/s370/1.jpg;450000;4.7;"Ghế/giường VIP;Nước suối;Wifi";
s371;u010;Hue Private Car to Hai Van Pass & Lang Co;Car;164.674;1.075.851;Huế;City Center;Xe riêng 4 chỗ đi Đèo Hải Vân và Bãi biển Lăng Cô.;https://cdn.example.com/cars/s371/1.jpg;1000000;4.7;"Xe 4 chỗ;Ngắm cảnh";
s372;u001;Ha Long Bay Sea Life Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 4 sao, hải trình khám phá Vịnh Hạ Long.;https://cdn.example.com/tours/s372/1.jpg;3200000;4.6;"Cabin;Bữa ăn;Kayaking";
s373;u002;Hanoi Water Puppet Show Ticket;Experience;210.333;1.058.500;Hà Nội;Dinh Tien Hoang St;Vé xem múa rối nước tại Nhà hát Thăng Long.;https://cdn.example.com/exp/s373/1.jpg;150000;4.6;"Vé xem show;Vị trí đẹp";
s374;u003;Nha Trang Private Transfer to Resort North;Car;122.333;1.091.966;Nha Trang;City Center;Xe riêng 4 chỗ đưa đón đến các Resort phía Bắc Nha Trang.;https://cdn.example.com/cars/s374/1.jpg;400000;4.5;"Xe 4 chỗ;Đúng giờ";
s375;u004;Phu Quoc Sunset Sanato Entrance Ticket;Experience;102.241;1.039.575;Phú Quốc;Long Beach;Vé vào cổng Sunset Sanato Beach Club.;https://cdn.example.com/exp/s375/1.jpg;100000;4.3;"Vé vào cửa;Ngắm hoàng hôn";
s376;u005;HCMC Private Car to Mui Ne;Car;107.500;1.066.667;TP.HCM;District 1;Xe riêng 7 chỗ từ TP.HCM đi Mũi Né.;https://cdn.example.com/cars/s376/1.jpg;2000000;4.6;"Xe 7 chỗ;Tài xế";
s377;u006;Da Nang Airport to Lang Co Private Car;Car;160.645;1.082.177;Đà Nẵng;Da Nang Airport;Xe riêng 4 chỗ từ Đà Nẵng đi Lăng Cô.;https://cdn.example.com/cars/s377/1.jpg;1000000;4.6;"Xe 4 chỗ;Lái xe an toàn";
s378;u007;Da Lat Pedicab (Cyclo) Tour;Tour;119.404;1.084.452;Đà Lạt;City Center;Tour tham quan trung tâm Đà Lạt bằng xích lô.;https://cdn.example.com/tours/s378/1.jpg;200000;4.4;"Xích lô;Tài xế";
s379;u008;Sapa Fansipan Peak Hiking Day Tour;Tour;223.392;1.038.580;Sapa;Hoang Lien Son;Tour leo Fansipan trong ngày (chỉ dành cho người có kinh nghiệm).;https://cdn.example.com/tours/s379/1.jpg;2500000;4.8;"Hướng dẫn viên;Ăn nhẹ";
s380;u009;Mui Ne to Ho Tram Private Car;Car;109.333;1.082.833;Phan Thiết;Mui Ne Beach;Xe riêng 4 chỗ từ Mũi Né đi Hồ Tràm.;https://cdn.example.com/cars/s380/1.jpg;1800000;4.6;"Xe 4 chỗ;Lái xe an toàn";
s381;u010;Hue Half-Day City Tour;Tour;164.674;1.075.851;Huế;City Center;Tour tham quan Đại Nội, Chùa Thiên Mụ, Lăng Tự Đức (nửa ngày).;https://cdn.example.com/tours/s381/1.jpg;500000;4.6;"Xe bus;Hướng dẫn viên;Vé tham quan";
s382;u001;Ha Long Bay Private Boat Charter;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Thuê tàu riêng tham quan Vịnh Hạ Long theo lịch trình tự chọn.;https://cdn.example.com/tours/s382/1.jpg;10000000;4.9;"Tàu riêng;Thuyền trưởng;Tự do lịch trình";
s383;u002;Hanoi Private Car to Ninh Binh;Car;210.333;1.058.500;Hà Nội;Old Quarter;Xe riêng 4 chỗ từ Hà Nội đi Ninh Bình (Tràng An, Tam Cốc).;https://cdn.example.com/cars/s383/1.jpg;1500000;4.6;"Xe 4 chỗ;Lái xe;Chờ đợi";
s384;u003;Nha Trang Private Car to Da Lat;Car;122.333;1.091.966;Nha Trang;City Center;Xe riêng 7 chỗ từ Nha Trang đi Đà Lạt.;https://cdn.example.com/cars/s384/1.jpg;1800000;4.7;"Xe 7 chỗ;Ngắm cảnh";
s385;u004;Phu Quoc Southern Island Motorbike Tour;Tour;102.241;1.039.575;Phú Quốc;Duong Dong Town;Tour xe máy khám phá Nam Đảo (tài xế địa phương lái).;https://cdn.example.com/tours/s385/1.jpg;500000;4.5;"Xe máy có tài xế;Xăng xe;Nước uống";
s386;u005;HCMC Cu Chi Tunnels Tour (Morning);Tour;107.500;1.066.667;TP.HCM;District 1;Tour tham quan Địa đạo Củ Chi buổi sáng.;https://cdn.example.com/tours/s386/1.jpg;400000;4.6;"Xe bus;Hướng dẫn viên;Vé tham quan";
s387;u006;Da Nang Airport Transfer to Hoi An Private Car;Car;160.645;1.082.177;Đà Nẵng;Da Nang Airport;Xe riêng 7 chỗ đón/trả sân bay Đà Nẵng đi Hội An.;https://cdn.example.com/cars/s387/1.jpg;450000;4.6;"Xe 7 chỗ;Giá cố định";
s388;u007;Da Lat Night Market Food Tour;Tour;119.404;1.084.452;Đà Lạt;City Center;Tour ẩm thực khám phá chợ đêm Đà Lạt.;https://cdn.example.com/tours/s388/1.jpg;350000;4.5;"Hướng dẫn viên;Ăn 4-5 món";
s389;u008;Sapa VIP Limousine to Hanoi;Car;223.392;1.038.580;Sapa;Sapa Town Center;Vé xe Limousine giường nằm cao cấp tuyến Sapa - Hà Nội.;https://cdn.example.com/cars/s389/1.jpg;500000;4.8;"Ghế/giường VIP;Nước suối";
s390;u009;Mui Ne to Dalat Sleeper Train Ticket;Car;109.333;1.082.833;Phan Thiết;Phan Thiet Station;Vé tàu tuyến Phan Thiết đi các thành phố khác.;https://cdn.example.com/cars/s390/1.jpg;150000;4.3;"Vé tàu;Ghế mềm";
s391;u010;Hue Tomb of Khai Dinh Entrance Ticket;Experience;164.674;1.075.851;Huế;Thuan An Town;Vé vào cửa Lăng Khải Định, kiến trúc độc đáo.;https://cdn.example.com/exp/s391/1.jpg;150000;4.6;"Vé tham quan;Kiến trúc";
s392;u001;Ha Long Bay Genesis Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 4 sao, hải trình Vịnh Lan Hạ.;https://cdn.example.com/tours/s392/1.jpg;3000000;4.6;"Cabin;Bữa ăn;Kayaking";
s393;u002;Hanoi Private Car to Sapa;Car;210.333;1.058.500;Hà Nội;Old Quarter;Xe riêng 7 chỗ từ Hà Nội đi Sapa.;https://cdn.example.com/cars/s393/1.jpg;3500000;4.7;"Xe 7 chỗ;Lái xe an toàn";
s394;u003;Nha Trang Private Car to Cam Ranh Airport;Car;122.333;1.091.966;Nha Trang;City Center;Xe riêng 7 chỗ từ Nha Trang đi Sân bay Cam Ranh.;https://cdn.example.com/cars/s394/1.jpg;400000;4.6;"Xe 7 chỗ;Giá cố định";
s395;u004;Phu Quoc Northern Island Private Tour;Tour;102.241;1.039.575;Phú Quốc;Duong Dong Town;Tour riêng khám phá các điểm nổi bật phía Bắc Đảo.;https://cdn.example.com/tours/s395/1.jpg;1500000;4.7;"Xe riêng;Hướng dẫn;Lunch";
s396;u005;HCMC Central Post Office Visit;Experience;107.500;1.066.667;TP.HCM;Cong Xa Paris;Tham quan Bưu điện Trung tâm Sài Gòn.;https://cdn.example.com/exp/s396/1.jpg;0;4.5;"Tham quan miễn phí;Kiến trúc";
s400;u009;Mui Ne Red Sand Dunes Jeep Rental;Car;109.333;1.082.833;Phan Thiết;Mui Ne Beach;Thuê xe Jeep tự lái hoặc có tài xế khám phá đồi cát.;https://cdn.example.com/cars/s400/1.jpg;500000;4.6;"Xe Jeep;Xăng xe;Tài xế";
s401;u010;Hue Private Car to Dong Hoi (Phong Nha) Round Trip;Car;164.674;1.075.851;Huế;City Center;Xe riêng 7 chỗ khứ hồi đi Đồng Hới (Quảng Bình).;https://cdn.example.com/cars/s401/1.jpg;3500000;4.7;"Xe 7 chỗ;Chờ đợi;Xăng xe";
s402;u001;Ha Long Bay Era Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 5 sao, hải trình cao cấp Vịnh Lan Hạ.;https://cdn.example.com/tours/s402/1.jpg;4800000;4.8;"Cabin ban công;Buffet;Chèo Kayak";
s403;u002;Hanoi Bat Trang Pottery Workshop;Experience;210.333;1.058.500;Hà Nội;Bat Trang Village;Trải nghiệm tự tay nặn và trang trí gốm sứ.;https://cdn.example.com/exp/s403/1.jpg;150000;4.5;"Nguyên vật liệu;Hướng dẫn;Sản phẩm nung";
s404;u003;Nha Trang 3 Islands Snorkeling Tour;Tour;122.333;1.091.966;Nha Trang;Nha Trang Port;Tour cano khám phá Hòn Mun, Hòn Một, Bãi Tranh (lặn ống thở).;https://cdn.example.com/tours/s404/1.jpg;650000;4.5;"Cano;Thiết bị lặn;Lunch";
s405;u004;Phu Quoc Private Car to Northern Island (Safari);Car;102.241;1.039.575;Phú Quốc;Duong Dong Town;Xe riêng 4 chỗ khứ hồi đi khu vực Vinpearl/Safari.;https://cdn.example.com/cars/s405/1.jpg;800000;4.6;"Xe 4 chỗ;Chờ đợi";
s406;u005;HCMC Private Car to Mekong Delta;Car;107.500;1.066.667;TP.HCM;District 1;Xe riêng 7 chỗ đi Bến Tre hoặc Mỹ Tho trong ngày.;https://cdn.example.com/cars/s406/1.jpg;1800000;4.7;"Xe 7 chỗ;Chờ đợi;Lái xe";
s407;u006;Da Nang Son Tra Peninsula Motorbike Tour;Tour;160.645;1.082.177;Đà Nẵng;Son Tra Peninsula;Tour xe máy khám phá bán đảo Sơn Trà (Chùa Linh Ứng, Đỉnh Bàn Cờ).;https://cdn.example.com/tours/s407/1.jpg;450000;4.7;"Xe máy có tài xế;Xăng xe;Nước uống";
s408;u007;Da Lat Secret Garden Tour;Tour;119.404;1.084.452;Đà Lạt;Tuyen Lam Lake;Tour tham quan Thung lũng Tình Yêu, Hồ Tuyền Lâm, Secret Garden.;https://cdn.example.com/tours/s408/1.jpg;500000;4.5;"Xe đưa đón;Vé tham quan";
s409;u008;Sapa Night Market Experience;Experience;223.392;1.038.580;Sapa;Sapa Town Center;Tham quan chợ đêm Sapa, thưởng thức ẩm thực địa phương.;https://cdn.example.com/exp/s409/1.jpg;0;4.4;"Tham quan miễn phí;Ẩm thực";
s410;u009;Mui Ne to Nha Trang Private Car;Car;109.333;1.082.833;Phan Thiết;Mui Ne Beach;Xe riêng 7 chỗ từ Mũi Né đi Nha Trang.;https://cdn.example.com/cars/s410/1.jpg;2000000;4.6;"Xe 7 chỗ;Lái xe an toàn";
s411;u010;Hue Bach Ma National Park Trekking Tour;Tour;164.674;1.075.851;Huế;Phu Loc District;Tour trekking khám phá Vườn Quốc gia Bạch Mã.;https://cdn.example.com/tours/s411/1.jpg;1500000;4.8;"Xe đưa đón;Hướng dẫn viên;Ăn trưa";
s412;u001;Ha Long Bay Mon Cheri Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 5 sao, hải trình Vịnh Lan Hạ, phong cách Châu Âu.;https://cdn.example.com/tours/s412/1.jpg;4200000;4.7;"Cabin ban công;Buffet;Gym";
s413;u002;Hanoi Ho Chi Minh Museum Ticket;Experience;210.333;1.058.500;Hà Nội;Hung Vuong St;Vé vào cửa Bảo tàng Hồ Chí Minh.;https://cdn.example.com/exp/s413/1.jpg;40000;4.5;"Vé vào cửa;Triển lãm";
s414;u003;Nha Trang Hon Tam Day Trip (Mud Bath & Lunch);Tour;122.333;1.091.966;Nha Trang;Hon Tam Island;Tour trọn gói Hòn Tằm (tàu, tắm bùn, ăn trưa).;https://cdn.example.com/tours/s414/1.jpg;1200000;4.7;"Tàu;Tắm bùn;Lunch";
s415;u004;Phu Quoc Night Squid Fishing Private Boat;Tour;102.241;1.039.575;Phú Quốc;An Thoi Port;Thuê tàu riêng đi câu mực đêm.;https://cdn.example.com/tours/s415/1.jpg;2000000;4.8;"Tàu riêng;Dụng cụ câu;Nấu ăn";
s416;u005;HCMC Museum of Vietnamese History;Experience;107.500;1.066.667;TP.HCM;Nguyen Binh Khiem St;Vé vào cửa Bảo tàng Lịch sử Việt Nam.;https://cdn.example.com/exp/s416/1.jpg;30000;4.4;"Vé vào cửa;Lịch sử";
s417;u006;Da Nang Motorbike Rental;Car;160.645;1.082.177;Đà Nẵng;City Center;Thuê xe máy tự do khám phá Đà Nẵng và khu vực lân cận.;https://cdn.example.com/cars/s417/1.jpg;130000;4.5;"Xe tay ga;Mũ bảo hiểm";
s418;u007;Da Lat Datanla Waterfall Alpine Coaster;Experience;118.900;1.084.000;Đà Lạt;Datanla Waterfall;Vé trượt máng đôi lãng mạn.;https://cdn.example.com/exp/s418/1.jpg;200000;4.6;"Vé trượt máng;Chụp ảnh";
s419;u008;Sapa Village Motorbike Tour (Ta Van; Lao Chai);Tour;223.392;1.038.580;Sapa;Sapa Town Center;Tour xe máy khám phá các bản làng (có tài xế).;https://cdn.example.com/tours/s419/1.jpg;550000;4.6;"Xe máy có tài xế;Xăng xe;Phí vào bản"
s420;u009;Mui Ne White Sand Dunes Sunset Tour;Tour;109.333;1.082.833;Phan Thiết;White Sand Dunes;Tour ngắm hoàng hôn trên Đồi Cát Trắng.;https://cdn.example.com/tours/s420/1.jpg;300000;4.5;"Xe Jeep;Ngắm cảnh";
s421;u010;Hue Royal Tomb Private Tour;Tour;164.674;1.075.851;Huế;City Center;Tour riêng tham quan Lăng Tự Đức, Khải Định, Minh Mạng.;https://cdn.example.com/tours/s421/1.jpg;1500000;4.8;"Xe riêng;Hướng dẫn;Vé tham quan";
s422;u001;Ha Long Bay Elite Cruise 3D2N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 5 sao, hải trình Vịnh Hạ Long và Lan Hạ.;https://cdn.example.com/tours/s422/1.jpg;8500000;4.9;"Cabin sang trọng;Bữa ăn full board;Spa";
s423;u002;Hanoi to Hai Phong Private Car;Car;210.333;1.058.500;Hà Nội;Old Quarter;Xe riêng 4 chỗ từ Hà Nội đi Hải Phòng.;https://cdn.example.com/cars/s423/1.jpg;1000000;4.6;"Xe 4 chỗ;Lái xe an toàn";
s424;u003;Nha Trang Private Transfer to Resort South;Car;122.333;1.091.966;Nha Trang;City Center;Xe riêng 7 chỗ đưa đón đến các Resort phía Nam Nha Trang.;https://cdn.example.com/cars/s424/1.jpg;500000;4.5;"Xe 7 chỗ;Đúng giờ";
s425;u004;Phu Quoc Hon Thom Water Park Ticket;Experience;100.500;1.040.000;Phú Quốc;Hon Thom Island;Vé vào cổng Công viên nước Aquatopia tại Hòn Thơm.;https://cdn.example.com/exp/s425/1.jpg;400000;4.6;"Vé vào cửa;Trò chơi nước";
s426;u005;HCMC Museum of Ho Chi Minh City Ticket;Experience;107.500;1.066.667;TP.HCM;Ly Tu Trong St;Vé vào cửa Bảo tàng TP.HCM.;https://cdn.example.com/exp/s426/1.jpg;30000;4.4;"Vé vào cửa;Lịch sử";
s427;u006;Da Nang Dragon Bridge Private View;Experience;160.645;1.082.177;Đà Nẵng;Han River;Thuê thuyền riêng xem Rồng phun lửa, phun nước trên sông Hàn.;https://cdn.example.com/exp/s427/1.jpg;500000;4.7;"Thuyền riêng;Vị trí đẹp";
s428;u007;Da Lat Crazy House Entrance Ticket;Experience;119.404;1.084.452;Đà Lạt;Huynh Thuc Khang St;Vé vào cổng tham quan Biệt thự Hằng Nga (Crazy House).;https://cdn.example.com/exp/s428/1.jpg;60000;4.3;"Vé vào cửa;Kiến trúc";
s429;u008;Sapa Silver Waterfall & Love Waterfall Tour;Tour;223.392;1.038.580;Sapa;Hoang Lien Son;Tour tham quan Thác Bạc và Thác Tình Yêu.;https://cdn.example.com/tours/s429/1.jpg;400000;4.5;"Xe đưa đón;Vé tham quan";
s430;u009;Mui Ne to Phan Thiet Shuttle Bus;Car;109.333;1.082.833;Phan Thiết;Mui Ne Beach;Xe bus đưa đón chung từ Mũi Né về Ga Phan Thiết.;https://cdn.example.com/cars/s430/1.jpg;100000;4.3;"Xe bus shared;Giá rẻ";
s431;u010;Hue Private Car to My Son Sanctuary;Car;164.674;1.075.851;Huế;City Center;Xe riêng 4 chỗ từ Huế đi Thánh địa Mỹ Sơn.;https://cdn.example.com/cars/s431/1.jpg;1800000;4.6;"Xe 4 chỗ;Chờ đợi";
s432;u001;Ha Long Bay Bhaya Cruise 2D1N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 4 sao, hải trình truyền thống Vịnh Hạ Long.;https://cdn.example.com/tours/s432/1.jpg;3000000;4.6;"Cabin;Bữa ăn;Kayaking";
s433;u002;Hanoi Private Car to Hai Phong;Car;210.333;1.058.500;Hà Nội;Old Quarter;Xe riêng 7 chỗ từ Hà Nội đi Hải Phòng.;https://cdn.example.com/cars/s433/1.jpg;1200000;4.6;"Xe 7 chỗ;Lái xe an toàn";
s434;u003;Nha Trang City Motorbike Rental;Car;122.333;1.091.966;Nha Trang;City Center;Thuê xe máy tự do khám phá Nha Trang.;https://cdn.example.com/cars/s434/1.jpg;150000;4.4;"Xe tay ga;Mũ bảo hiểm";
s435;u004;Phu Quoc Private Car to Ha Tien Ferry Terminal;Car;102.241;1.039.575;Phú Quốc;Duong Dong Town;Xe riêng 4 chỗ từ Phú Quốc đến bến phà Hà Tiên.;https://cdn.example.com/cars/s435/1.jpg;1500000;4.5;"Bao gồm phí phà;Xe 4 chỗ";
s436;u005;HCMC Private Car to Mekong Day Trip (Chau Doc);Car;107.500;1.066.667;TP.HCM;District 1;Xe riêng 4 chỗ đi Châu Đốc (An Giang).;https://cdn.example.com/cars/s436/1.jpg;3500000;4.7;"Xe 4 chỗ;Lái xe;Xăng xe";
s437;u006;Da Nang Private Car to Hue;Car;160.645;1.082.177;Đà Nẵng;City Center;Xe riêng 4 chỗ từ Đà Nẵng đi Huế (qua Đèo Hải Vân).;https://cdn.example.com/cars/s437/1.jpg;1300000;4.7;"Xe 4 chỗ;Ngắm cảnh";
s438;u007;Da Lat Tuyen Lam Lake Boat Trip;Tour;118.900;1.084.000;Đà Lạt;Tuyen Lam Lake;Thuê thuyền tham quan Hồ Tuyền Lâm và các khu vực xung quanh.;https://cdn.example.com/tours/s438/1.jpg;300000;4.5;"Thuyền;Áo phao";
s439;u008;Sapa to Lai Chau Motorbike Tour 2D1N;Tour;223.392;1.038.580;Sapa;Sapa Town Center;Tour xe máy khám phá cung đường đèo Sapa - Lai Châu.;https://cdn.example.com/tours/s439/1.jpg;2500000;4.7;"Xe máy có tài xế;Homestay;Ăn uống";
s440;u009;Mui Ne to Vung Tau Sleeper Bus;Car;109.333;1.082.833;Phan Thiết;Mui Ne Beach;Vé xe giường nằm tuyến Mũi Né - Vũng Tàu.;https://cdn.example.com/cars/s440/1.jpg;300000;4.4;"Giường nằm;Nước suối";
s441;u010;Hue Citadel Full Day Tour;Tour;164.674;1.075.851;Huế;Imperial Citadel;Tour tham quan Cố đô Huế (Đại Nội, Lăng Tẩm) trọn ngày.;https://cdn.example.com/tours/s441/1.jpg;900000;4.7;"Xe bus;Lunch;Vé tham quan";
s442;u001;Ha Long Bay Au Co Cruise 3D2N;Tour;209.100;1.072.000;Hạ Long;Tuan Chau Harbour;Du thuyền 5 sao, hải trình khám phá Vịnh Hạ Long, Bái Tử Long.;https://cdn.example.com/tours/s442/1.jpg;9500000;4.9;"Cabin sang trọng;Lớp nấu ăn;Spa";
s443;u002;Hanoi Hoa Lo Prison Museum Ticket;Experience;210.333;1.058.500;Hà Nội;Hoa Lo St;Vé vào cửa Di tích Nhà tù Hỏa Lò.;https://cdn.example.com/exp/s443/1.jpg;30000;4.6;"Vé vào cửa;Lịch sử";
s444;u003;Nha Trang Thap Ba Ponagar Cham Towers Visit;Experience;122.333;1.091.966;Nha Trang;2 Thang 4 St;Vé tham quan Tháp Bà Ponagar.;https://cdn.example.com/exp/s444/1.jpg;25000;4.5;"Vé vào cửa;Kiến trúc";
s445;u004;Phu Quoc Private Car to Southern Island (Bai Sao);Car;102.241;1.039.575;Phú Quốc;Duong Dong Town;Xe riêng 7 chỗ khứ hồi đi Bãi Sao và Mũi Ông Đội.;https://cdn.example.com/cars/s445/1.jpg;1200000;4.7;"Xe 7 chỗ;Chờ đợi";
s446;u005;HCMC Street Food Walking Tour (Local Focus);Tour;107.500;1.066.667;TP.HCM;District 1;Tour đi bộ khám phá các món ăn ít du khách biết đến.;https://cdn.example.com/tours/s446/1.jpg;550000;4.7;"Hướng dẫn viên;Ăn 6-7 món";
s447;u006;Da Nang to Ba Na Hills Private Car Round Trip;Car;160.645;1.082.177;Đà Nẵng;City Center;Xe riêng 7 chỗ khứ hồi đi Bà Nà Hills.;https://cdn.example.com/cars/s447/1.jpg;800000;4.6;"Xe 7 chỗ;Chờ đợi";
s448;u007;Da Lat Pine Forest Camping Experience;Experience;119.404;1.084.452;Đà Lạt;Tuyen Lam Lake;Trải nghiệm cắm trại qua đêm trong rừng thông.;https://cdn.example.com/exp/s448/1.jpg;500000;4.6;"Lều trại;Đồ nướng BBQ;Lửa trại";
