reviewId;serviceId;userId;rating;comment;createdAt
rev220;s507;u045;5;Xe Limousine Đà Nẵng - Hội An rất thoải mái.;2038-02-15T14:30:00Z
rev221;s510;u046;3;Xe bus Mũi Né - Phan Thiết rẻ, nhưng đông.;2038-03-05T11:00:00Z
rev222;s512;u048;5;Du thuyền Genesis Regal Lan Hạ rất sang trọng.;2038-03-28T19:00:00Z
rev223;s514;u049;5;Xe Van VIP Nha Trang - Đà Lạt rất thoải mái.;2038-04-20T15:00:00Z
rev224;s517;u050;5;Xe riêng Đà Nẵng - Huế qua Đèo Hải Vân, cảnh đẹp.;2038-05-15T09:00:00Z
rev225;s520;u052;4;Thuê xe ATV đồi cát Mũi Né (30 phút) vui.;2038-06-03T06:00:00Z
rev226;s522;u054;3;Du thuyền Viet Beauty Hạ Long dịch vụ cơ bản, chấp nhận được.;2038-06-25T10:00:00Z
rev227;s524;u055;5;Xe Van VIP đón sân bay Cam Ranh rất thoải mái.;2038-07-20T11:20:00Z
rev228;s527;u057;5;Xe Limousine Đà Nẵng - Bà Nà rất thoải mái.;2038-08-10T08:00:00Z
rev229;s530;u059;4;Bài học Kitesurfing trung cấp ổn, giáo viên nhiệt tình.;2038-09-01T15:00:00Z
rev230;s532;u061;4;Du thuyền Syrena Hạ Long đẹp, dịch vụ tốt.;2038-09-25T17:00:00Z
rev231;s534;u063;5;Thuê tàu riêng Nha Trang đi Đảo Khỉ rất vui.;2038-10-20T11:00:00Z
rev232;s537;u065;5;Xe Limousine Đà Nẵng đi Huế rất thoải mái.;2038-11-10T10:00:00Z
rev233;s540;u067;4;Thuê thiết bị Kitesurfing nửa ngày giá tốt.;2038-12-05T14:30:00Z
rev234;s542;u069;4;Du thuyền Legend Halong đẹp, dịch vụ tốt.;2039-01-01T17:30:00Z
rev235;s544;u071;5;Xe Limousine Nha Trang đi sân bay Cam Ranh rất thoải mái.;2039-01-25T10:45:00Z
rev236;s547;u073;5;Xe Van VIP Đà Nẵng đi Huế rất thoải mái.;2039-02-20T09:00:00Z
rev237;s550;u075;5;Tour xe Jeep đồi cát Mũi Né cao cấp, rất đáng tiền.;2039-03-15T06:00:00Z
rev238;s552;u077;3;Du thuyền Sea Star Hạ Long dịch vụ cơ bản, chấp nhận được.;2039-04-01T10:00:00Z
rev239;s554;u079;5;Xe Limousine đón sân bay Cam Ranh rất thoải mái.;2039-04-25T11:00:00Z
rev240;s557;u081;4;Xe riêng Đà Nẵng đi Mỹ Sơn 7 chỗ tiện lợi.;2039-05-20T08:30:00Z
rev241;s560;u083;5;Tour xe Jeep đồi cát Mũi Né riêng tư, rất thoải mái.;2039-06-10T06:00:00Z
rev242;s562;u085;4;Du thuyền Royal Palace Hạ Long đẹp, dịch vụ tốt.;2039-07-01T17:00:00Z
rev243;s564;u087;4;Xe riêng Nha Trang - Đà Lạt 7 chỗ an toàn.;2039-07-25T15:00:00Z
rev244;s567;u089;3;Xe bus Đà Nẵng đi Mỹ Sơn rẻ, nhưng đông.;2039-08-15T08:00:00Z
rev245;s570;u091;5;Xe Van VIP Mũi Né - TP.HCM rất thoải mái.;2039-09-05T21:00:00Z
rev246;s572;u093;4;Du thuyền Indochina Sails Hạ Long đẹp, dịch vụ tốt.;2039-09-28T18:00:00Z
rev247;s574;u095;5;Xe Limousine Nha Trang - Đà Lạt khứ hồi rất thoải mái.;2039-10-20T15:00:00Z
rev248;s577;u097;4;Thuê xe máy Đà Nẵng cả ngày giá tốt.;2039-11-15T10:00:00Z
rev249;s580;u099;4;Tour xe Jeep đồi cát Mũi Né ngắm bình minh đẹp.;2039-12-05T06:00:00Z
rev250;s582;u101;5;Du thuyền Athena Royal Lan Hạ rất sang trọng, dịch vụ cao cấp.;2040-01-01T20:00:00Z
rev251;s584;u103;5;Xe Limousine Nha Trang đi resort phía Nam rất thoải mái.;2040-01-25T11:00:00Z
rev252;s587;u105;5;Xe Van VIP đón sân bay Đà Nẵng rất thoải mái.;2040-02-15T12:00:00Z
rev253;s590;u107;5;Xe Van VIP Mũi Né - TP.HCM rất thoải mái.;2040-03-05T21:00:00Z
rev254;s592;u109;4;Du thuyền Dragon Cruise Hạ Long đẹp, dịch vụ tốt.;2040-03-28T17:00:00Z
rev255;s594;u111;4;Xe riêng Nha Trang đi sân bay Cam Ranh 7 chỗ tiện lợi.;2040-04-20T08:45:00Z
rev256;s597;u113;5;Xe Van VIP Đà Nẵng - Hội An rất thoải mái.;2040-05-15T09:30:00Z
rev257;s600;u115;5;Thuê xe ATV đồi cát Mũi Né (1 giờ) rất vui.;2040-06-05T15:00:00Z
rev258;s602;u118;3;Du thuyền Phoenix Hạ Long dịch vụ cơ bản, chấp nhận được.;2040-06-25T10:00:00Z
rev259;s604;u120;5;Xe Van VIP Nha Trang - Đà Lạt khứ hồi rất thoải mái.;2040-07-20T15:00:00Z
rev260;s607;u122;5;Xe riêng đón sân bay Đà Nẵng đi Huế 7 chỗ tiện lợi.;2040-08-10T12:00:00Z
rev261;s610;u124;4;Xe riêng Mũi Né - Nha Trang 7 chỗ an toàn.;2040-09-05T09:00:00Z
rev262;s612;u127;5;Du thuyền Le Theatre Lan Hạ rất sang trọng, có rạp chiếu phim.;2040-09-28T19:00:00Z
rev263;s614;u129;4;Xe riêng đi resort phía Bắc Nha Trang 7 chỗ tiện lợi.;2040-10-20T10:00:00Z
rev264;s617;u130;4;Xe riêng Đà Nẵng - Hội An 7 chỗ tiện lợi.;2040-11-15T14:30:00Z
rev265;s620;u132;5;Thuê xe ATV đồi cát Mũi Né (2 giờ) rất vui.;2040-12-05T15:00:00Z
rev266;s622;u135;5;Du thuyền Hera Lan Hạ rất đẹp, dịch vụ tốt.;2041-01-01T20:00:00Z
rev267;s624;u137;5;Xe Limousine Nha Trang đi sân bay Cam Ranh 7 chỗ rất thoải mái.;2041-01-25T11:00:00Z
rev268;s627;u139;5;Xe Limousine Đà Nẵng đi Huế 7 chỗ rất thoải mái.;2041-02-20T09:00:00Z
rev269;s630;u141;5;Tour xe Jeep đồi cát Mũi Né 7 chỗ rất thoải mái.;2041-03-15T06:00:00Z
rev270;s632;u143;5;Du thuyền Violet Hạ Long rất sang trọng, phong cách cổ điển.;2041-04-01T19:00:00Z
rev271;s634;u146;5;Xe Limousine Nha Trang đi resort phía Bắc khứ hồi rất thoải mái.;2041-04-25T11:00:00Z
rev272;s637;u148;5;Xe Van VIP Đà Nẵng đi Huế khứ hồi rất thoải mái.;2041-05-20T09:30:00Z
rev273;s640;u150;5;Tour xe Jeep đồi cát Mũi Né 7 chỗ rất thoải mái.;2041-06-10T06:00:00Z
rev274;s642;u153;4;Du thuyền Signature Hạ Long đẹp, dịch vụ tốt.;2041-07-01T17:00:00Z
rev275;s644;u154;4;Xe riêng Nha Trang đi resort phía Nam 7 chỗ tiện lợi.;2041-07-25T10:00:00Z
rev276;s647;u156;5;Xe Van VIP Đà Nẵng - Hội An khứ hồi rất thoải mái.;2041-08-15T14:30:00Z
rev277;s650;u157;5;Tour xe Jeep đồi cát Mũi Né 7 chỗ rất thoải mái.;2041-09-05T06:00:00Z
rev278;s652;u159;4;Du thuyền Pelican Hạ Long đẹp, dịch vụ tốt.;2041-09-28T19:00:00Z
rev279;s654;u161;5;Xe riêng Nha Trang - Đà Lạt khứ hồi 7 chỗ rất thoải mái.;2041-10-20T15:00:00Z
rev280;s657;u163;5;Xe riêng đón sân bay Đà Nẵng đi Huế khứ hồi 7 chỗ tiện lợi.;2041-11-15T12:00:00Z
rev281;s660;u165;5;Tour xe Jeep đồi cát Mũi Né 7 chỗ rất thoải mái.;2041-12-05T06:00:00Z
rev282;s662;u166;3;Du thuyền Glory Hạ Long dịch vụ cơ bản, chấp nhận được.;2041-12-25T10:00:00Z
rev283;s664;u168;5;Xe Van VIP Nha Trang đi resort phía Bắc khứ hồi rất thoải mái.;2042-01-20T11:00:00Z
rev284;s667;u169;5;Xe Limousine Đà Nẵng đi Huế khứ hồi rất thoải mái.;2042-02-15T09:30:00Z
rev285;s670;u170;5;Xe Limousine Mũi Né - Nha Trang 7 chỗ rất thoải mái.;2042-03-05T09:00:00Z
rev286;s672;u172;4;Du thuyền Oriental Sails Hạ Long đẹp, dịch vụ tốt.;2042-03-28T17:00:00Z
rev287;s674;u174;5;Xe Limousine Nha Trang - Đà Lạt khứ hồi rất thoải mái.;2042-04-20T15:00:00Z
rev288;s677;u176;5;Xe Limousine Đà Nẵng - Hội An khứ hồi rất thoải mái.;2042-05-15T14:30:00Z
rev289;s680;u177;5;Tour xe Jeep đồi cát Mũi Né cao cấp, rất đáng tiền.;2042-06-10T06:00:00Z
rev290;s682;u179;4;Du thuyền Royal Heritage Hạ Long đẹp, dịch vụ tốt.;2042-06-25T19:00:00Z
rev291;s684;u180;5;Xe Van VIP Nha Trang đi sân bay Cam Ranh khứ hồi rất thoải mái.;2042-07-20T11:00:00Z
rev292;s687;u182;5;Xe Limousine Đà Nẵng đi Huế khứ hồi rất thoải mái.;2042-08-10T09:30:00Z
rev293;s690;u183;5;Tour xe Jeep đồi cát Mũi Né cao cấp, rất đáng tiền.;2042-09-05T06:00:00Z
rev294;s692;u185;4;Du thuyền Syrena Hạ Long 3 ngày 2 đêm đẹp, dịch vụ tốt.;2042-09-28T17:00:00Z
rev295;s694;u186;5;Xe Limousine Nha Trang đi resort phía Bắc khứ hồi rất thoải mái.;2042-10-25T11:00:00Z
rev296;s697;u187;5;Xe Van VIP Đà Nẵng - Hội An khứ hồi rất thoải mái.;2042-11-15T14:30:00Z
rev297;s700;u189;5;Tour xe Jeep đồi cát Mũi Né cao cấp, rất đáng tiền.;2042-12-10T06:00:00Z
rev298;s702;u190;4;Du thuyền Legend Halong 3 ngày 2 đêm đẹp, dịch vụ tốt.;2043-01-01T17:00:00Z
rev299;s704;u192;5;Xe Van VIP Nha Trang đi sân bay Cam Ranh khứ hồi rất thoải mái.;2043-01-25T11:00:00Z
rev300;s707;u193;5;Xe Limousine Đà Nẵng đi Huế khứ hồi rất thoải mái.;2043-02-20T09:30:00Z
